,Abastecimento de Água - Nível de Atendimento - Censo Demográfico (Em %),Coleta de Lixo - Nível de Atendimento - Censo Demográfico (Em %),Esgoto Sanitário - Nível de Atendimento - Censo Demográfico (Em %),Consumo de Energia Elétrica - Total (Em MWh),Consumo de Energia Elétrica - Industrial (Em MWh),Consumo de Energia Elétrica -  Comércio e Serviços (Em MWh),Consumo de Energia Elétrica - Rural (Em MWh),Consumo de Energia Elétrica - Residencial (Em MWh),Consumo de Energia Elétrica - Iluminação e Serviços Públicos e Outros (Em MWh),Taxa Geométrica de Crescimento Anual da População - 2010/2020 (Em % a.a.),Empregos Formais de Homens ,Empregos Formais de Mulheres ,Empregos Formais das Pessoas de até 24 Anos ,Empregos Formais das Pessoas de 25 a 39 Anos ,Empregos Formais das Pessoas de 40 a 59 Anos ,Empregos Formais das Pessoas de 60 Anos e Mais ,Empregos Formais das Pessoas com Ensino Fundamental Incompleto ,Empregos Formais das Pessoas com Ensino Fundamental Completo ,Empregos Formais das Pessoas com Ensino Médio Completo ,Empregos Formais das Pessoas com Ensino Superior Completo ,Empregos Formais da Agricultura. Pecuária. Produção Florestal. Pesca e Aquicultura ,Empregos Formais da Indústria ,Empregos Formais da Construção ,Empregos Formais do Comércio Atacadista e Varejista e do Comércio e Reparação de Veículos Automotores e Motocicletas ,Empregos Formais dos Serviços ,Participação dos Empregos Formais da Agricultura. Pecuária. Produção Florestal. Pesca e Aquicultura no Total de Empregos Formais (Em %),Participação dos Empregos Formais da Indústria no Total de Empregos Formais (Em %),Participação dos Empregos Formais da Construção no Total de Empregos Formais (Em %),Participação dos Empregos Formais do Comércio Atacadista e Varejista e do Comércio e Reparação de Veículos Automotores e Motocicletas no Total de Empregos Formais (Em %),Participação dos Empregos Formais dos Serviços no Total de Empregos Formais (Em %),Frota de Veículos - Total ,Número de Habitantes por Total de Veículos ,Frota de Automóveis ,Número de Habitantes por Automóvel ,Frota de Ônibus ,Frota de Caminhões ,Frota de Reboques ,Frota de Motocicletas e Assemelhados ,Frota de Microônibus e Camionetas ,Frota de Veículos de Outro Tipo ,Índice de Desenvolvimento Humano Municipal - IDHM ,Índice de Desenvolvimento Humano Municipal - IDHM - Ranking dos Municípios ,Índice de Desenvolvimento Humano Municipal - IDHM Longevidade ,Índice de Desenvolvimento Humano Municipal - IDHM Educação ,Índice de Desenvolvimento Humano Municipal - IDHM Renda ,Índice Paulista de Responsabilidade Social - IPRS - Dimensão Riqueza ,Índice Paulista de Responsabilidade Social - IPRS - Dimensão Longevidade ,Índice Paulista de Responsabilidade Social - IPRS - Dimensão Escolaridade ,Leitos de Internação ,Leitos de Internação (Coeficiente por mil habitantes),Leitos SUS ,Leitos SUS (Coeficiente por mil habitantes),Taxa de Natalidade (Por mil habitantes),Taxa de Fecundidade Geral (Por mil mulheres entre 15 e 49 anos),Índice de Envelhecimento (Em %),Óbitos Gerais (por local de residência) ,Taxa de Mortalidade Geral (por local de residência) (Por mil habitantes),Óbitos da População de 15 a 34 Anos ,Taxa de Mortalidade da População de 15 a 34 Anos (Por cem mil habitantes nessa faixa etária),Óbitos da População de 60 Anos e Mais ,Taxa de Mortalidade da População de 60 Anos e Mais (Por cem mil habitantes nessa faixa etária),PIB (Em mil reais correntes),PIB per Capita (Em reais correntes),Participação no PIB do Estado (Em %),População ,População Masculina ,População Feminina ,Razão de Sexos ,População Urbana ,População Rural ,Grau de Urbanização (Em %),População de 0 a 3 Anos ,População de 4 a 6 Anos ,População de 6 Anos ,População de 7 a 10 Anos ,População de 11 a 14 Anos ,População de 15 a 17 Anos ,População de 18 a 19 Anos ,Auxiliares de Enfermagem Registrados no COREN/SP ,Auxiliares de Enfermagem Registrados no COREN/SP (Coeficiente por mil habitantes),Dentistas Registrados no CRO/SP ,Dentistas Registrados no CRO/SP (Coeficiente por dois mil habitantes),Enfermeiros Registrados no COREN/SP ,Enfermeiros Registrados no COREN/SP (Coeficiente por mil habitantes),Fonoaudiólogos registrados no CRFa/SP ,Fonoaudiólogos registrados no CRFa/SP (Coeficiente por mil habitantes),Médicos Registrados no CRM/SP ,Médicos Registrados no CRM/SP (Coeficiente por mil habitantes),Técnicos de Enfermagem Registrados no COREN/SP ,Técnicos de Enfermagem Registrados no COREN/SP (Coeficiente por mil habitantes),Técnicos de Prótese Dentária Registrados no CRO/SP ,Técnicos de Prótese Dentária Registrados no CRO/SP (Coeficiente por dois mil habitantes),Renda per Capita - Censo Demográfico (Em reais correntes),Domicílios Particulares com Renda per Capita até 1/2 Salário Mínimo - Censo Demográfico (Em %),Domicílios Particulares com Renda per Capita até 1/4 do Salário Mínimo - Censo Demográfico (Em %),Area,densidade
173,99.52,99.95,98.02,28045,3716,4209,6883,10606,2631,0.21,2062,1787,644,1702,1374,129,491,794,2083,481,470,1393,62,641,1283,12.21,36.19,1.61,16.65,33.33,9072,1.72,5601,2.78,47,409,247,1548,1214,6,0.732,370,0.867,0.648,0.6990000000000001,32,73,79,20,1.28,12,0.77,13.42,51.67,94.65,139,8.93,4,84.5,108,3913.04,388647.07,25019.12,0.018334,15644,7550,8094,93.28,13045,2599,83.39,762,579,193,766,770,585,424,63,4.04,24,3.08,28,1.79,4,0.26,16,1.03,34,2.18,1,0.13,555.54,21.86,6.02,429.171,36.4516707792465
174,99.87,100.0,98.56,14955,3672,1664,2704,5022,1893,0.07,763,578,180,550,553,58,209,225,737,170,318,243,11,255,514,23.71,18.12,0.82,19.02,38.33,3859,1.44,2223,2.5,20,292,152,519,651,2,0.758,177,0.8590000000000001,0.68,0.746,34,70,67,0,0.0,0,0.0,10.24,39.86,136.36,56,10.06,2,127.55,38,3206.75,199548.57,35851.34,0.009413,5572,2716,2856,95.1,5043,529,90.51,212,159,54,230,252,184,126,19,3.41,13,4.67,12,2.15,1,0.18,7,1.26,4,0.72,0,0.0,726.55,9.55,1.46,169.99,32.77839872933702
175,98.69,99.82,98.75,143670,10771,41479,6859,65000,19561,0.22,9326,7252,2452,7246,6088,792,1338,2454,9303,3483,538,3029,895,5043,7073,3.25,18.27,5.4,30.42,42.66,59057,1.12,29743,2.22,221,2001,2716,17828,6537,11,0.797,28,0.872,0.758,0.767,37,78,68,135,2.05,84,1.27,12.02,47.14,126.75,578,8.77,15,79.08,469,3624.14,1930276.12,29346.21,0.091057,66112,32060,34052,94.15,64087,2025,96.94,2570,2085,695,2708,2639,2179,1596,111,1.68,210,6.36,365,5.53,42,0.64,323,4.89,369,5.59,21,0.64,768.74,13.08,3.65,549.797,120.24801881421688
176,99.24,99.64,85.92,276946,113402,37220,155,112379,13791,1.39,11240,7949,2700,8234,7488,767,1318,2516,12520,2835,0,8750,320,4380,5739,0.0,45.6,1.67,22.83,29.91,70073,2.68,49186,3.82,480,2262,364,9722,7998,61,0.738,321,0.828,0.703,0.691,31,69,48,189,0.99,189,0.99,14.61,50.17,45.5,1022,5.44,59,89.19,641,3407.04,2989860.29,16110.55,0.141041,193037,94280,98757,95.47,184375,8662,95.51,11432,8656,2855,10940,10439,8243,6118,1780,9.34,122,1.28,487,2.56,9,0.05,22,0.12,1093,5.74,22,0.23,460.59,29.89,11.46,29.564,6529.461507238533
177,99.22,99.8,95.49,2205,4,226,514,1060,401,-0.99,138,120,8,76,150,24,27,29,139,63,48,1,0,11,198,18.6,0.39,0.0,4.26,76.74,841,1.92,521,3.1,13,32,41,124,109,1,0.727,418,0.7959999999999999,0.723,0.6679999999999999,26,85,50,0,0.0,0,0.0,6.81,29.1,154.66,16,9.91,3,634.25,11,3013.7,39238.43,24102.23,0.001851,1589,787,802,98.13,1386,203,87.22,61,49,16,63,58,45,38,7,4.37,1,1.25,3,1.87,0,0.0,1,0.62,1,0.62,0,0.0,480.05,29.33,10.9,224.711,7.071304920542388
178,99.66,100.0,99.55,6113,253,777,1743,2322,1018,-0.51,266,198,58,146,228,32,61,91,234,78,51,98,20,70,225,10.99,21.12,4.31,15.09,48.49,1947,1.48,1184,2.44,8,78,93,317,266,1,0.747,252,0.8079999999999999,0.726,0.71,29,83,80,0,0.0,0,0.0,9.71,43.01,212.89,26,9.02,0,0.0,23,3095.56,59453.92,20522.58,0.002805,2856,1401,1455,96.29,2420,436,84.73,89,81,26,89,76,92,67,6,2.09,7,4.88,13,4.53,0,0.0,5,1.74,13,4.53,0,0.0,677.82,13.82,2.86,204.236,13.983822636557708
179,99.82,99.91,98.58,16307,1651,2248,1875,7203,3329,-0.57,900,580,223,591,573,93,142,372,794,172,261,224,106,322,567,17.64,15.14,7.16,21.76,38.31,6429,1.91,4055,3.02,130,412,340,786,705,1,0.715,502,0.807,0.6459999999999999,0.7020000000000001,26,43,45,47,3.86,30,2.46,7.76,34.41,94.4,88,7.18,3,70.91,66,3345.16,196743.68,15975.94,0.009281,12120,6637,5483,121.05,9563,2557,78.9,520,410,137,551,548,391,317,45,3.69,9,1.48,28,2.3,0,0.0,13,1.07,12,0.98,1,0.16,501.49,20.75,7.16,524.138,23.12368116793669
180,99.76,99.96,99.31,704651,133469,138010,9097,320370,103705,0.72,44939,39794,15993,36737,28580,3423,6016,15007,49711,13999,1033,25291,2975,23738,31696,1.22,29.85,3.51,28.02,37.41,262227,1.29,153847,2.2,720,4592,4652,67927,30432,57,0.78,66,0.8420000000000001,0.753,0.7490000000000001,38,73,66,739,2.17,488,1.44,14.62,54.44,76.26,2259,6.69,109,101.61,1650,3329.84,9409309.87,28040.28,0.443866,342125,167238,174887,95.63,336119,6006,98.24,16918,13376,4447,17265,16687,13457,9668,677,1.99,853,5.02,562,1.65,174,0.51,931,2.74,1672,4.92,62,0.36,716.39,14.13,4.23,605.679,564.8619153049717
181,95.96,97.94,50.01,180991,2809,20835,112,92870,64365,1.23,4237,5606,1584,4387,3540,332,631,1362,5624,2226,0,494,345,3049,5955,0.0,5.02,3.51,30.98,60.5,48938,3.48,33788,5.04,246,639,166,9672,4421,6,0.703,565,0.815,0.647,0.659,24,64,46,98,0.57,98,0.57,16.69,58.83,41.33,826,4.85,65,107.99,450,2714.11,1464627.54,8711.8,0.069091,174403,86341,88062,98.05,174048,355,99.8,10812,8132,2695,10569,10417,8085,5863,1175,6.82,58,0.67,233,1.35,3,0.02,11,0.06,946,5.49,8,0.09,396.07,34.62,14.13,49.00100000000001,3559.172261790575
182,96.92,98.75,69.17,220816,77334,34143,865,90017,18457,1.48,8504,8002,2668,7634,5719,485,1052,2023,10406,3025,40,3744,416,4526,7780,0.24,22.68,2.52,27.42,47.13,55638,2.66,38175,3.88,203,1004,313,10091,5832,20,0.731,381,0.852,0.654,0.7020000000000001,30,66,49,693,4.62,611,4.07,14.72,52.69,49.4,838,5.66,55,102.28,537,3467.87,3029793.99,20733.69,0.142925,152201,77456,74745,103.63,140219,11982,92.13,8768,6792,2233,8379,7732,6218,4834,2234,14.88,85,1.13,683,4.55,8,0.05,32,0.21,1506,10.03,9,0.12,479.44,28.13,12.08,132.775,1146.3076633402372
183,98.99,99.62,99.24,6167,988,694,1048,2411,1026,-0.09,359,552,135,411,321,44,97,183,522,109,104,457,14,68,268,11.42,50.16,1.54,7.46,29.42,1779,1.51,954,2.82,14,83,88,354,286,0,0.763,145,0.809,0.762,0.721,33,64,79,0,0.0,0,0.0,13.74,58.73,145.59,23,8.54,0,0.0,19,3287.2,75606.73,28064.86,0.0035670000000000007,2684,1344,1340,100.3,2386,298,88.9,94,74,25,105,113,84,60,5,1.86,2,1.49,7,2.6,0,0.0,2,0.74,5,1.86,0,0.0,631.37,9.96,2.54,138.681,19.353768721021627
184,99.89,99.95,98.3,11784,844,1387,3475,4223,1855,-0.67,871,495,166,545,585,70,288,310,613,155,401,299,30,173,463,29.36,21.89,2.2,12.66,33.89,3619,1.83,2123,3.12,50,201,107,648,489,1,0.7090000000000001,542,0.823,0.634,0.684,31,63,53,45,6.82,27,4.09,12.82,51.24,125.83,61,9.2,3,156.66,53,3899.93,137856.66,20689.88,0.006503,6563,3248,3315,97.98,5089,1474,77.54,257,199,67,280,303,227,166,21,3.18,5,1.52,13,1.97,2,0.3,3,0.45,27,4.09,0,0.0,526.55,24.72,5.38,355.914,18.439847828407988
185,99.9,99.87,99.32,86899,20138,12098,7760,33427,13476,-0.15,6091,4522,1453,4718,4025,417,929,1541,6403,1740,1078,2868,261,2235,4171,10.16,27.02,2.46,21.06,39.3,28596,1.49,16374,2.6,123,906,653,7492,3041,7,0.769,115,0.8490000000000001,0.728,0.737,34,67,54,281,6.61,252,5.92,12.18,46.78,101.64,398,9.34,9,70.64,315,4107.98,1159124.85,27175.06,0.054679,42483,20622,21861,94.33,39806,2677,93.7,1852,1457,490,1989,2035,1572,1129,177,4.16,77,3.62,77,1.81,12,0.28,73,1.72,263,6.18,5,0.24,644.36,20.38,6.52,555.807,76.43480560698228
186,97.62,99.74,98.68,5189,20,593,1288,2513,774,1.31,209,149,30,124,178,26,28,68,180,82,65,4,20,69,200,18.16,1.12,5.59,19.27,55.87,2258,2.07,1309,3.56,66,77,84,473,249,0,0.723,446,0.8170000000000001,0.635,0.727,25,80,67,0,0.0,0,0.0,7.08,30.99,77.84,28,6.0,0,0.0,27,3862.66,66694.46,14454.8,0.003146,4768,2588,2180,118.72,4473,295,93.81,246,186,62,245,235,165,112,9,1.91,4,1.7,8,1.7,2,0.42,0,0.0,8,1.7,0,0.0,623.15,17.14,4.06,180.569,26.405418427304802
187,100.0,100.0,99.82,32715,18503,570,8349,3391,1902,0.43,3157,924,484,2238,1261,98,455,290,2055,1281,835,2594,2,80,570,20.46,63.56,0.05,1.96,13.97,2088,2.19,1381,3.31,30,85,82,185,325,0,0.7190000000000001,476,0.802,0.6759999999999999,0.687,58,71,54,0,0.0,0,0.0,13.12,48.27,65.14,26,5.69,2,130.21,17,2915.95,839815.06,184453.12,0.039617,4610,2362,2248,105.07,4116,494,89.28,226,170,57,234,242,196,135,5,1.09,4,1.74,8,1.74,0,0.0,1,0.22,45,9.8,0,0.0,577.11,16.19,4.65,243.766,18.911579137369444
188,98.82,99.67,96.86,18116,719,3495,2592,8651,2659,-0.02,774,693,134,557,693,83,172,205,753,337,319,41,8,334,765,21.75,2.79,0.55,22.77,52.15,7405,1.44,4296,2.48,103,402,498,1223,881,2,0.747,252,0.8079999999999999,0.7020000000000001,0.7340000000000001,34,61,57,32,3.0,20,1.88,11.25,45.16,118.33,100,9.38,6,193.92,77,3774.51,259863.3,24352.29,0.012259,10648,5286,5362,98.58,9424,1224,88.5,426,327,111,458,479,348,247,9,0.84,20,3.75,26,2.44,3,0.28,9,0.84,36,3.38,1,0.19,685.51,16.85,5.01,494.376,21.538262375196208
189,99.77,99.47,95.72,15313,159,1593,4188,6455,2917,0.08,662,435,106,399,495,97,173,363,466,95,463,45,24,143,422,42.21,4.1,2.19,13.04,38.47,4795,2.26,3037,3.57,76,158,157,797,566,4,0.7170000000000001,494,0.813,0.652,0.696,28,69,46,48,4.43,36,3.32,8.87,38.26,94.65,85,7.85,3,77.24,64,3729.6,195117.93,18038.08,0.009204,10847,5887,4960,118.69,8841,2006,81.51,474,361,120,466,470,390,306,10,0.92,27,4.98,22,2.03,0,0.0,3,0.28,56,5.17,6,1.11,482.7,24.32,8.47,676.755,16.027956941581518
190,97.91,100.0,97.15,11315,1802,1204,2748,4215,1346,0.4,525,402,116,338,400,73,137,322,334,134,145,338,1,68,375,15.64,36.46,0.11,7.34,40.45,2261,2.08,1190,3.96,34,172,96,490,279,0,0.735,345,0.858,0.63,0.735,31,75,57,0,0.0,0,0.0,11.46,44.89,92.19,30,6.36,2,141.74,21,2542.37,97062.27,20660.34,0.004579,4749,2361,2388,98.87,3659,1090,77.05,231,173,58,236,244,180,130,18,3.8,1,0.42,7,1.48,0,0.0,1,0.21,16,3.38,0,0.0,607.26,16.08,2.95,272.8,17.408357771260995
191,99.86,99.86,99.19,7811,988,803,1086,3797,1135,0.2,378,232,61,197,303,49,160,140,222,88,259,10,0,64,277,42.46,1.64,0.0,10.49,45.41,2415,2.28,1576,3.49,35,160,43,313,288,0,0.728,409,0.83,0.6890000000000001,0.675,26,50,38,0,0.0,0,0.0,9.62,37.4,79.55,45,8.17,5,286.2,32,3607.67,72069.68,13120.28,0.0034,5534,2735,2799,97.71,5045,489,91.16,290,215,72,293,300,225,161,17,3.08,5,1.81,12,2.17,0,0.0,2,0.36,14,2.54,0,0.0,470.88,26.82,6.5,217.811,25.40734857284527
192,99.82,99.89,99.67,117520,21831,11768,35301,37974,10645,0.44,10737,3780,1895,6159,5739,724,3809,2862,6380,1466,2638,7116,92,1729,2942,18.17,49.02,0.63,11.91,20.27,28727,1.35,13997,2.77,225,1946,2018,6861,3678,2,0.753,207,0.8240000000000001,0.6829999999999999,0.759,48,75,56,60,1.54,42,1.08,11.66,43.46,88.65,282,7.27,11,93.13,192,3159.97,3697276.19,95737.23,0.17441199999999998,39061,19247,19814,97.14,37840,1221,96.87,1675,1297,436,1802,1902,1473,1056,68,1.75,83,4.27,90,2.31,10,0.26,57,1.46,216,5.55,6,0.31,652.5,19.0,7.24,1258.465,31.03860655640006
193,99.42,99.66,88.38,25762,8929,1938,3377,9107,2412,1.15,837,688,190,614,605,116,248,193,802,282,275,532,35,204,479,18.03,34.89,2.3,13.38,31.41,5725,2.04,3110,3.76,35,148,545,1420,466,1,0.7390000000000001,314,0.853,0.679,0.6970000000000001,30,70,49,0,0.0,0,0.0,12.14,44.61,68.56,82,7.01,4,103.09,53,3302.18,185266.43,16004.36,0.008740000000000001,11947,5981,5966,100.25,11131,816,93.17,638,478,159,622,611,465,338,37,3.13,15,2.54,29,2.45,0,0.0,3,0.25,102,8.63,2,0.34,551.66,17.61,4.36,277.154,43.105998830974855
194,99.28,99.41,83.08,32717,19376,1536,2783,6839,2183,-0.13,1277,733,282,812,832,84,425,352,940,293,363,297,8,370,972,18.06,14.78,0.4,18.41,48.36,6713,2.64,3480,5.1,64,441,73,1809,844,2,0.675,631,0.8059999999999999,0.602,0.634,23,53,48,27,1.52,27,1.52,14.82,58.54,68.22,153,8.62,8,140.85,104,3931.95,317155.97,17894.15,0.014961000000000004,17775,8983,8792,102.17,7499,10276,42.19,1046,819,269,998,924,808,604,52,2.93,6,0.68,26,1.46,0,0.0,4,0.23,33,1.86,0,0.0,307.49,51.85,24.14,408.292,43.53501905499007
195,94.48,99.88,92.27,73633,36505,4532,10885,17577,4134,1.57,2556,1773,643,1937,1603,146,766,939,1957,667,532,2021,58,626,1092,12.29,46.69,1.34,14.46,25.23,12082,1.68,6603,3.07,77,573,442,2910,1475,2,0.725,430,0.866,0.605,0.728,38,84,54,0,0.0,0,0.0,12.47,45.92,92.34,129,6.36,1,15.37,100,3204.1,528979.62,26421.24,0.024954,20848,10482,10366,101.12,18942,1906,90.86,913,688,228,897,897,714,529,66,3.21,24,2.33,49,2.38,5,0.24,7,0.34,128,6.22,0,0.0,618.66,17.29,5.95,325.126,64.1228323788316
196,93.45,99.74,99.06,31775,3360,7243,1428,14908,4835,0.48,1468,1239,360,1106,1071,170,303,540,1305,559,131,383,323,568,1302,4.84,14.15,11.93,20.98,48.1,9669,2.13,5968,3.46,187,322,272,1781,1138,1,0.718,489,0.826,0.63,0.71,33,76,51,50,2.41,40,1.93,11.69,43.91,64.13,137,6.64,8,120.79,98,3445.85,422381.37,20582.88,0.019925,20824,10335,10489,98.53,20329,495,97.62,1120,840,281,1144,1206,984,673,38,1.83,39,3.76,24,1.16,4,0.19,25,1.21,99,4.78,3,0.29,544.41,25.38,8.6,362.18300000000005,57.49579632395778
197,94.81,99.82,95.97,19463,2257,1771,4014,8591,2829,0.97,1551,785,257,1018,939,122,488,304,1069,475,408,884,7,240,797,17.47,37.84,0.3,10.27,34.12,5406,1.99,3113,3.46,102,269,341,955,624,2,0.737,330,0.84,0.682,0.698,35,66,51,0,0.0,0,0.0,10.67,40.61,72.47,72,6.68,4,113.06,55,3487.63,376679.58,35253.12,0.017769,10978,5565,5413,102.81,10201,777,92.92,585,439,146,584,578,427,295,13,1.19,17,3.13,16,1.47,2,0.18,3,0.28,47,4.32,0,0.0,557.33,21.7,5.73,641.501,17.112989691364472
198,99.84,100.0,97.28,4027,470,303,617,1515,1122,-0.25,156,158,24,137,137,16,22,37,175,80,19,52,4,58,181,6.05,16.56,1.27,18.47,57.64,1099,1.76,659,2.93,8,49,48,219,116,0,0.732,370,0.8059999999999999,0.7140000000000001,0.682,27,82,75,0,0.0,0,0.0,12.42,50.1,122.12,14,7.25,0,0.0,10,2551.02,34007.8,17556.94,0.001604,1922,939,983,95.52,1718,204,89.39,74,54,18,82,97,72,50,9,4.67,2,2.08,5,2.59,2,1.04,2,1.04,4,2.08,0,0.0,497.96,22.9,7.25,85.7,22.427071178529754
199,99.94,99.88,99.34,17442,7177,1359,2797,4577,1532,0.11,756,459,171,493,497,54,231,223,679,82,362,312,1,118,422,29.79,25.68,0.08,9.71,34.73,3198,2.02,1896,3.41,50,125,136,608,383,0,0.713,515,0.8320000000000001,0.623,0.698,33,76,40,0,0.0,0,0.0,13.47,51.57,74.9,41,6.35,1,47.01,34,3472.93,166650.92,25829.34,0.007861,6477,3243,3234,100.28,5882,595,90.81,322,242,81,335,363,287,205,39,6.03,10,3.09,9,1.39,0,0.0,3,0.46,27,4.17,0,0.0,511.51,26.5,7.91,461.746,14.027192439133206
200,99.58,99.84,99.12,87451,29118,8888,11387,30845,7214,0.48,4139,2351,830,2720,2563,377,998,1285,3156,1051,894,2114,129,1192,2161,13.78,32.57,1.99,18.37,33.3,22258,1.43,11327,2.81,160,1015,1102,6404,2245,5,0.763,145,0.84,0.726,0.727,40,75,62,74,2.32,48,1.5,11.03,43.27,95.5,256,8.04,6,64.04,197,3585.08,987256.3,31147.66,0.046572,32076,15724,16352,96.16,30158,1918,94.02,1486,1247,415,1583,1436,1104,795,264,8.26,38,2.38,84,2.63,4,0.13,44,1.38,67,2.1,4,0.25,645.78,17.61,4.69,955.637,33.565046141997435
201,78.79,98.86,51.1,172517,114621,15043,3308,26942,12604,1.32,4350,3203,1297,3551,2490,215,580,1019,4604,1350,353,2535,164,1248,3253,4.67,33.56,2.17,16.52,43.07,17987,1.6,10684,2.69,74,799,837,3259,2298,36,0.731,381,0.8170000000000001,0.6559999999999999,0.7290000000000001,41,69,58,35,1.2,29,1.0,14.78,54.53,66.8,202,7.04,14,146.54,139,3555.9,960959.52,33920.21,0.045331,29429,14694,14735,99.72,25325,4104,86.05,1681,1344,438,1567,1340,1178,897,73,2.51,46,3.17,35,1.2,5,0.17,36,1.24,121,4.16,0,0.0,621.85,24.38,8.21,270.816,108.66787782110364
202,99.24,99.79,92.54,379205,179926,55914,5306,105963,32096,0.55,19188,11886,5430,13287,10953,1404,2152,5710,17858,5354,588,5140,2981,7108,15257,1.89,16.54,9.59,22.87,49.1,72985,1.61,44224,2.65,210,1527,828,16662,9477,57,0.7979999999999999,25,0.8859999999999999,0.7509999999999999,0.764,41,66,53,265,2.25,156,1.32,12.56,47.22,87.94,1026,8.76,52,147.05,757,3990.09,5277693.77,45264.4,0.248965,118345,56915,61430,92.65,112868,5477,95.37,5718,4771,1580,5882,5208,4204,3070,103,0.87,319,5.42,276,2.34,45,0.38,372,3.16,842,7.15,32,0.54,800.48,20.26,6.59,752.6360000000003,157.24068474003369
203,99.91,100.0,99.78,14536,2405,2073,2497,6009,1551,-0.03,788,592,159,486,619,116,263,199,742,176,334,213,0,247,586,24.2,15.43,0.0,17.9,42.46,5586,1.51,3000,2.81,34,314,191,1247,798,2,0.7190000000000001,476,0.8029999999999999,0.6629999999999999,0.6990000000000001,31,67,60,23,2.73,15,1.78,9.02,36.82,119.85,68,8.07,3,129.42,56,3265.31,228992.6,27170.46,0.010802,8412,4140,4272,96.91,6910,1502,82.14,374,308,102,385,347,284,212,42,4.99,8,1.9,17,2.02,1,0.12,6,0.71,25,2.97,0,0.0,551.94,22.77,7.04,569.197,14.778714575094387
204,96.65,98.08,75.94,20942,2895,1310,6161,7216,3360,0.82,1387,992,383,1016,889,91,426,249,1498,206,701,583,66,278,751,29.47,24.51,2.77,11.69,31.57,6170,2.51,3285,4.72,95,343,96,1622,726,3,0.687,612,0.805,0.583,0.6920000000000001,27,71,58,0,0.0,0,0.0,11.41,52.49,76.27,89,5.74,5,78.83,56,3056.77,239828.81,15578.36,0.011313,15750,9448,6302,149.92,9097,6653,57.76,645,476,157,616,631,494,446,28,1.79,7,0.9,18,1.15,1,0.06,5,0.32,50,3.2,0,0.0,405.79,23.69,5.78,567.884,27.73453733508956
205,92.59,99.97,99.56,55047,6821,8381,1774,29199,8872,0.97,4519,2570,923,3173,2644,349,895,1179,4006,1009,129,2859,204,1452,2445,1.82,40.33,2.88,20.48,34.49,20835,1.84,12372,3.1,317,1004,820,4030,2276,16,0.7190000000000001,476,0.8109999999999999,0.645,0.7120000000000001,37,68,50,66,1.71,59,1.53,12.39,44.89,55.99,215,5.61,9,69.26,150,3364.74,889457.03,23400.61,0.041958,39021,19563,19458,100.54,38406,615,98.42,2058,1594,533,2131,2126,1593,1111,50,1.29,38,1.96,47,1.22,5,0.13,19,0.49,198,5.12,1,0.05,579.21,21.36,6.43,270.289,144.3676953187144
206,93.17,99.17,77.97,704755,92317,240967,1148,306627,63697,0.86,27024,21048,7039,19954,18520,2559,4765,7776,28077,7454,193,1436,992,11996,33455,0.4,2.99,2.06,24.95,69.59,139226,2.23,62658,4.97,469,3544,2755,57352,12375,73,0.7509999999999999,219,0.8540000000000001,0.679,0.7290000000000001,44,63,47,336,1.07,225,0.72,14.44,51.68,57.34,2013,6.47,149,147.88,1253,3311.4,8589741.43,27841.58,0.405204,316405,154134,162271,94.99,316344,61,99.98,17455,13532,4498,17568,17057,13250,9531,1685,5.37,291,1.85,601,1.92,31,0.1,293,0.93,1680,5.35,23,0.15,602.13,25.79,10.18,144.79399999999995,2185.2079506056884
207,97.6,99.65,86.9,3233373,1291011,854518,919,928801,158123,1.02,197488,132429,52821,148218,116186,12692,22427,40865,206520,60105,148,86151,7613,72314,163691,0.04,26.11,2.31,21.92,49.62,678695,1.95,454781,2.92,4114,26400,15444,97260,80170,526,0.763,145,0.831,0.7170000000000001,0.746,42,68,51,1987,1.48,1444,1.08,15.83,55.5,52.14,7965,6.01,535,120.36,5110,3454.45,55743650.0,42449.72,2.629599,1351275,658363,692912,95.01,1351275,0,100.0,77154,60912,20095,75638,69606,56283,41846,10886,8.13,2234,3.34,4819,3.6,214,0.16,1120,0.84,5538,4.14,134,0.2,633.33,25.5,10.8,318.675,4240.291833372558
208,99.47,97.88,95.09,14184,1440,2004,3347,6046,1347,0.67,758,597,155,556,578,66,126,290,695,244,254,195,2,193,711,18.75,14.39,0.15,14.24,52.47,3445,2.13,2070,3.55,60,266,166,464,419,0,0.743,283,0.8220000000000001,0.688,0.7240000000000001,34,69,44,0,0.0,0,0.0,12.53,47.87,75.36,47,6.4,1,41.63,32,2875.11,217509.5,29808.07,0.010261,7440,3787,3653,103.67,5982,1458,80.4,377,276,92,377,408,330,233,18,2.44,4,1.08,12,1.62,0,0.0,1,0.14,15,2.03,0,0.0,541.49,26.47,11.07,413.567,17.989829942911307
209,99.92,100.0,99.31,6602,177,771,1534,2954,1166,0.73,299,283,62,231,242,47,100,75,321,86,168,123,1,29,261,28.87,21.13,0.17,4.98,44.85,2368,2.13,1525,3.3,38,90,87,324,304,0,0.6970000000000001,590,0.8079999999999999,0.621,0.6759999999999999,24,69,64,0,0.0,0,0.0,10.12,39.66,87.36,26,5.16,3,186.92,13,1568.15,61632.36,12316.62,0.002907,5107,2579,2528,102.02,4550,557,89.09,244,180,60,246,261,208,148,9,1.77,3,1.18,7,1.38,0,0.0,4,0.79,7,1.38,0,0.0,461.32,26.43,6.96,252.477,20.227585086958413
